time_period,time_identifier,geographic_level,country_code,country_name,quarter,gender,age,population_category,number,percent
2018,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 16-17,Total,1393151,100
2018,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 16-17,Total,1392652,100
2019,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 16-17,Total,1392174,100
2019,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 16-17,Total,1391701,100
2019,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 16-17,Total,1397688,100
2019,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 16-17,Total,1406993,100
2020,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 16-17,Total,1415295,100
2020,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 16-17,Total,1422451,100
2020,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 16-17,Total,1433331,100
2020,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 16-17,Total,1441233,100
2021,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 16-17,Total,1449190,100
2021,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 16-17,Total,1458344,100
2021,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 16-17,Total,1464295,100
2021,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 16-17,Total,1463953,100
2022,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 16-17,Total,1464645,100
2022,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 16-17,Total,1466105,100
2022,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 16-17,Total,1469644,100
2022,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 16-17,Total,1469169,100
2023,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 16-17,Total,1470032,100
2023,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 16-17,Total,1471439,100
2001,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,709445.34365254827,14.339616239730532
2002,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,735460.95445148053,14.776487571048049
2002,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,742626.32472293242,14.831376950926629
2002,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,744891.98589513765,14.779896146652465
2002,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,706670.18221741938,13.926445522724288
2003,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,757483.1382968754,14.827493943041883
2003,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,754024.21862429776,14.661331564391563
2003,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,746910.02581277152,14.432581018903964
2003,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,727103.51742361533,13.966711661573775
2004,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,718450.58604559698,13.718884747820523
2004,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,752772.13421373954,14.289901237214488
2004,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,787157.49475427996,14.863071745653277
2004,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,789260.80017775472,14.827799798373892
2005,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,790762.25428873347,14.780901264712137
2005,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,813457.06089523598,15.129195660774108
2005,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,800760.87806510692,14.824361757000529
2005,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,861897.25156521006,15.884842387087328
2006,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,852216.99068216223,15.636498306700483
2006,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,883927.07423473615,16.146913122892279
2006,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,867812.1055368958,15.782350375964892
2006,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,850539.79302651016,15.39970351800242
2007,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,874419.69613752631,15.762412866366022
2007,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,879270.71928271675,15.780339251490535
2007,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,858673.57366570167,15.358046001253106
2007,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,839575.58289553132,14.973266037796135
2008,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,854140.82311072014,15.189083998692604
2008,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,880962.3354185184,15.621060064896991
2008,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,916990.04312181962,16.222053902769925
2008,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,914551.22213075985,16.146153293017466
2009,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,982143.7480473303,17.304287083100931
2009,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,1014269.9647407758,17.83383857429115
2009,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,1029714.2196594846,18.052977572145334
2009,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,988629.94356465025,17.275676276364884
2010,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,1035404.2282966936,18.032890790805279
2010,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,984678.24098035251,17.093226908363775
2010,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,1030069.6097943063,17.823139096640848
2010,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,1078069.9043609132,18.593002867774608
2011,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,1035329.7179979396,17.798623255030112
2011,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,1073663.208648833,18.398546858248075
2011,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,1142454.8922425963,19.554433858261749
2011,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,1115484.7340895021,19.089688091782048
2012,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,1099069.8714111464,18.805450246596607
2012,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,1099320.5125092552,18.806752589823624
2012,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,1029851.6625297869,17.640587254600565
2012,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,1014906.0077231134,17.418772649258184
2013,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,1022284.9076061177,17.579960640222637
2013,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,1018047.4412878425,17.541965495766473
2013,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,1029251.3896937467,17.755004380632737
2013,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,971289.48876379349,16.76645844760893
2014,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,923337.04643073794,15.949658355040697
2014,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,905601.57133280137,15.654167462530605
2014,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,911282.79026954994,15.758591564965945
2014,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,907778.145312974,15.701630450912527
2015,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,880597.68940391648,15.235330582176216
2015,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,870792.07858722634,15.069256888990868
2015,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,802848.05728846323,13.913852228560739
2015,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,808702.60177162616,14.044930464560174
2016,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,805336.66372019972,14.016085544878578
2016,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,781182.0023286565,13.624562490580253
2016,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,800213.81106842519,13.994968248102705
2016,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,760297.41959277238,13.338001320871374
2017,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,734239.23290190054,12.920618863199401
2017,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,724395.39072104893,12.786847868745966
2017,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,728947.99658452184,12.903355936489753
2017,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,730597.65159843792,12.966575050788956
2018,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,737729.8880045563,13.128081032489773
2018,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,721915.83118328848,12.881065377302889
2018,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,709301.11990718939,12.698893121378516
2018,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,721109.13460664859,12.959274940477203
2019,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,712895.79419029364,12.860230071040943
2019,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,736916.06364348112,13.34441928130544
2019,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,732662.81308517628,13.316420779635878
2019,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,698868.00122694438,12.74868277451592
2020,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,712920.51198532991,13.061800416985934
2020,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,736378.28451840417,13.561314354024908
2020,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,724001.44795104931,13.366818894570892
2020,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,748411.42996672739,13.881318578383411
2021,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,677843.87514896691,12.629910289262996
2021,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,592762.95726691314,11.086318730015618
2021,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,665851.58290019981,12.44392598998358
2021,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,644230.47413065727,12.043104763150838
2022,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,651687.21872879053,12.176399233953454
2022,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,668117.51819716371,12.470893484958021
2022,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,NEET,675199.39423369057,12.572674560229544
2022,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,NEET,729712.4951955243,13.592311677816586
2023,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,NEET,721790.38204281579,13.438461471946619
2023,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,NEET,740642.95972184837,13.770792992918256
2001,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,295175.4234170845,5.96621337086953
2002,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,300450.08436921617,6.03648216880961
2002,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,291695.03778542788,5.8255934594354
2002,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,284936.71001930948,5.65361832614356
2002,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,269153.24130722182,5.30423958255599
2003,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,299023.52679733839,5.85329139125584
2003,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,277713.78230255272,5.39989796318165
2003,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,278872.40241594095,5.38866584020572
2003,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,264945.89712380141,5.08926564426071
2004,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,265329.58632994944,5.06649460066897
2004,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,284061.60692565463,5.39235197978182
2004,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,296222.54410101846,5.59326050376711
2004,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,310471.23866292485,5.83280630307523
2005,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,300322.48673438188,5.61361774657099
2005,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,313741.81053997728,5.83517123005974
2005,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,323339.81171653827,5.9859397113762
2005,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,346882.60329345206,6.39307698235784
2006,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,331227.54165858566,6.07737108143231
2006,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,379707.5232887615,6.93621065511571
2006,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,368572.20041525242,6.70298970097341
2006,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,350473.97075820272,6.34561167473225
2007,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,371541.04008170351,6.69745123129727
2007,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,366689.07357072399,6.58099701702933
2007,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,344342.55693851272,6.15883496574181
2007,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,344941.04649065994,6.15179164530697
2008,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,357670.83369444753,6.36041761484002
2008,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,367671.31609467429,6.5194793034212
2008,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,405204.79338275117,7.16829375544539
2008,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,443306.2114974396,7.82645069338839
2009,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,496945.43319645186,8.75562916096978
2009,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,516389.3542138901,9.07963826660945
2009,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,519016.78931319108,9.09941639937381
2009,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,489870.21535305039,8.5601688609172
2010,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,514837.05862384097,8.96654678385457
2010,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,491446.12891187455,8.53111183442438
2010,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,517854.33253755973,8.96035540982334
2010,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,544903.64795145893,9.39771627798874
2011,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,525146.05762228253,9.0279228645709
2011,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,555971.15962375607,9.52725337868763
2011,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,619179.92221156764,10.5979788939262
2011,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,615036.55814235157,10.525339972101
2012,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,595605.95096300356,10.1910154838751
2012,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,590229.52625222865,10.0974197653216
2012,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,533613.71944127837,9.14040314789855
2012,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,535986.90482525458,9.19911200355984
2013,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,545330.9810867724,9.377911296616
2013,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,551251.38365010801,9.49860719580122
2013,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,568749.76624436933,9.81116439799739
2013,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,533297.43538595363,9.2058128848849
2014,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,478920.19069709146,8.2728332524699
2014,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,430460.34176959581,7.44090833027394
2014,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,432327.60200597043,7.47613603046103
2014,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,426209.06606775214,7.37204049775526
2015,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,403162.38667383959,6.97516279361678
2015,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,395811.57956207881,6.84961027865017
2015,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,353606.23014435876,6.12821416040281
2015,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,340871.63230086246,5.91999872699644
2016,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,353228.48371336062,6.14759127163532
2016,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,353808.69515108003,6.17076259108244
2016,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,341655.12488285964,5.9752188207713
2016,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,313425.65656690515,5.4984690379766
2017,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,296761.38883484673,5.22219547339425
2017,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,298618.22625712899,5.27113490628913
2017,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,280206.89580882358,4.96003738184486
2017,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,296663.67274989589,5.2651575995874
2018,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,289284.29960979254,5.14788378301538
2018,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,272418.25931359618,4.86072926595589
2018,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,271772.93343338644,4.86565626092015
2018,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,291419.46356799791,5.23718917171133
2019,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,283675.95602229924,5.11735107683278
2019,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,310605.73931752588,5.62459338467915
2019,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,289922.57931915933,5.26945136395568
2019,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,273527.04140710668,4.98965394756815
2020,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,289014.42832190782,5.29518889820879
2020,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,283444.54508471774,5.21998089655966
2020,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,335169.65781211085,6.1880430316939
2020,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,343351.60725148476,6.3683862295766
2021,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,307530.71374302759,5.73005889433443
2021,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,263996.71693876851,4.93747409783406
2021,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,257145.77584456006,4.80573011377255
2021,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,242715.28216927525,4.53726684495442
2022,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,228696.35555341773,4.27305929675978
2022,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,220931.94329974338,4.12385344983996
2022,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Unemployed,217913.35807985347,4.05769578122062
2022,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Unemployed,277247.82721737382,5.16427895143312
2023,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Unemployed,280417.88387905224,5.22088548463078
2023,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Unemployed,310920.38556895254,5.78095047113707
2001,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Economically inactive,414269.92023546383,8.37340286886101
2002,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Economically inactive,435010.87008226436,8.74000540223844
2002,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Economically inactive,450931.28693750454,9.00578349149122
2002,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Economically inactive,459955.27587582817,9.1262778205089
2002,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Economically inactive,437516.94091019762,8.6222059401683
2003,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Economically inactive,458459.61149953702,8.97420255178604
2003,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Economically inactive,476310.4363217451,9.26143360120991
2003,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Economically inactive,468037.62339683058,9.04391517869824
2003,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Economically inactive,462157.62029981386,8.87744601731307
2004,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Economically inactive,453120.99971564754,8.65239014715156
2004,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Economically inactive,468710.52728808497,8.89754925743267
2004,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Economically inactive,490934.95065326145,9.26981124188617
2004,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Economically inactive,478789.56151482987,8.99499349529866
2005,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Economically inactive,490439.76755435165,9.16728351814115
2005,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Economically inactive,499715.25035525876,9.29402443071437
2005,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Economically inactive,477421.06634856871,8.83842204562433
2005,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Economically inactive,515014.64827175799,9.49176540472949
2006,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Economically inactive,520989.44902357657,9.55912722526818
2006,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Economically inactive,504219.55094597471,9.21070246777657
2006,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Economically inactive,499239.90512164333,9.07936067499148
2006,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Economically inactive,500065.82226830738,9.05409184327017
2007,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Economically inactive,502878.65605582274,9.06496163506875
2007,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Economically inactive,512581.64571199281,9.1993422344612
2007,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Economically inactive,514331.01672718895,9.1992110355113
2007,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Economically inactive,494634.53640487138,8.82147439248917
2008,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Economically inactive,496469.98941627261,8.82866638385259
2008,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Economically inactive,513291.01932384406,9.10158076147579
2008,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Economically inactive,511785.2497390685,9.05376014732454
2008,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Economically inactive,471245.0106333202,8.31970259962908
2009,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Economically inactive,485198.31485087844,8.54865792213115
2009,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Economically inactive,497880.6105268856,8.75420030768169
2009,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Economically inactive,510697.43034629349,8.95356117277153
2009,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Economically inactive,498759.72821159987,8.71550741544768
2010,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Economically inactive,520567.16967285261,9.06634400695071
2010,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Economically inactive,493232.1120684779,8.56211507393939
2010,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Economically inactive,512215.27725674654,8.8627836868175
2010,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Economically inactive,533166.25640945428,9.19528658978586
2011,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Economically inactive,510183.66037565703,8.77070039045921
2011,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Economically inactive,517692.04902507679,8.87129347956044
2011,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Economically inactive,523274.97003102861,8.95645496433556
2011,Calendar year,National,K02000001,United Kingdom,Q4,Total,Aged 18-24,Economically inactive,500448.17594715068,8.56434811968107
2012,Calendar year,National,K02000001,United Kingdom,Q1,Total,Aged 18-24,Economically inactive,503463.9204481428,8.61443476272149
2012,Calendar year,National,K02000001,United Kingdom,Q2,Total,Aged 18-24,Economically inactive,509090.98625702644,8.70933282450198
2012,Calendar year,National,K02000001,United Kingdom,Q3,Total,Aged 18-24,Economically inactive,496237.94308850856,8.50018410670202
